imagen,clase,tecnica,psnr,ssim,entropia
P_00729_LEFT_CC_903.png,Alto_Riesgo,HE,15.61,0.749,7.0
P_00743_LEFT_CC_911.png,Alto_Riesgo,HE,17.68,0.886,7.31
P_00743_LEFT_MLO_912.png,Alto_Riesgo,HE,13.7,0.666,6.69
P_00772_RIGHT_CC_937.png,Alto_Riesgo,HE,17.68,0.935,7.25
P_00685_RIGHT_MLO_883.png,Alto_Riesgo,HE,18.64,0.883,7.34
P_00683_RIGHT_MLO_879.png,Alto_Riesgo,HE,11.51,0.709,6.74
P_00778_LEFT_CC_939.png,Alto_Riesgo,HE,17.29,0.9,7.45
P_00725_LEFT_MLO_902.png,Alto_Riesgo,HE,15.65,0.8,7.13
P_00772_RIGHT_MLO_938.png,Alto_Riesgo,HE,14.66,0.777,6.92
P_00712_RIGHT_MLO_899.png,Alto_Riesgo,HE,5.86,-0.806,5.73
P_00725_LEFT_CC_901.png,Alto_Riesgo,HE,16.95,0.839,7.24
P_00684_RIGHT_MLO_881.png,Alto_Riesgo,HE,13.59,0.668,6.77
P_00759_LEFT_MLO_926.png,Alto_Riesgo,HE,14.72,0.742,6.92
P_00684_RIGHT_CC_880.png,Alto_Riesgo,HE,6.23,-0.919,7.47
P_00759_LEFT_CC_923.png,Alto_Riesgo,HE,14.58,0.705,6.88
P_00787_LEFT_MLO_958.png,Alto_Riesgo,HE,16.15,0.806,7.07
P_00787_LEFT_CC_957.png,Alto_Riesgo,HE,18.97,0.908,7.43
P_00806_LEFT_CC_967.png,Alto_Riesgo,HE,7.7,-0.687,6.81
P_00819_RIGHT_MLO_979.png,Alto_Riesgo,HE,21.02,0.95,7.49
P_00793_LEFT_CC_961.png,Alto_Riesgo,HE,16.17,0.904,7.31
P_00806_LEFT_MLO_968.png,Alto_Riesgo,HE,4.35,0.258,2.96
P_00793_LEFT_MLO_962.png,Alto_Riesgo,HE,16.39,0.827,7.18
P_00778_LEFT_MLO_940.png,Alto_Riesgo,HE,19.19,0.922,7.47
P_00808_LEFT_MLO_969.png,Alto_Riesgo,HE,9.34,0.413,6.24
P_00832_RIGHT_CC_983.png,Alto_Riesgo,HE,9.8,0.5,6.26
P_00819_RIGHT_CC_978.png,Alto_Riesgo,HE,13.26,0.587,6.57
P_00835_LEFT_CC_989.png,Alto_Riesgo,HE,14.96,0.786,7.1
P_00858_RIGHT_CC_1007.png,Alto_Riesgo,HE,11.15,0.548,6.36
P_00854_RIGHT_MLO_1002.png,Alto_Riesgo,HE,6.62,-0.866,7.33
P_00923_RIGHT_CC_1043.png,Alto_Riesgo,HE,15.28,0.758,7.01
P_00854_RIGHT_CC_1001.png,Alto_Riesgo,HE,20.97,0.939,7.47
P_00897_LEFT_CC_1035.png,Alto_Riesgo,HE,15.93,0.802,7.02
P_00862_LEFT_MLO_1014.png,Alto_Riesgo,HE,14.21,0.729,6.97
P_00883_RIGHT_CC_1030.png,Alto_Riesgo,HE,17.37,0.933,6.31
P_00832_RIGHT_MLO_984.png,Alto_Riesgo,HE,9.58,0.553,6.24
P_00833_LEFT_MLO_986.png,Alto_Riesgo,HE,11.91,0.589,6.68
P_00847_LEFT_CC_997.png,Alto_Riesgo,HE,18.12,0.874,7.31
P_00852_LEFT_CC_999.png,Alto_Riesgo,HE,7.14,-0.765,6.93
P_00862_LEFT_CC_1013.png,Alto_Riesgo,HE,14.21,0.659,6.75
P_00883_RIGHT_MLO_1031.png,Alto_Riesgo,HE,13.65,0.882,6.34
P_00897_LEFT_MLO_1036.png,Alto_Riesgo,HE,24.78,0.986,7.44
P_00846_LEFT_CC_995.png,Alto_Riesgo,HE,14.82,0.82,7.17
P_00835_LEFT_MLO_990.png,Alto_Riesgo,HE,17.63,0.848,7.15
P_00852_LEFT_MLO_1000.png,Alto_Riesgo,HE,15.28,0.737,6.95
P_00880_RIGHT_CC_1027.png,Alto_Riesgo,HE,17.7,0.849,7.2
P_00864_LEFT_MLO_1016.png,Alto_Riesgo,HE,15.31,0.735,6.91
P_00858_RIGHT_MLO_1010.png,Alto_Riesgo,HE,10.8,0.591,6.66
P_00864_LEFT_CC_1015.png,Alto_Riesgo,HE,14.92,0.68,6.8
P_00846_LEFT_MLO_996.png,Alto_Riesgo,HE,17.87,0.87,7.32
P_00899_RIGHT_MLO_1038.png,Alto_Riesgo,HE,7.5,-0.712,6.8
P_00899_RIGHT_CC_1037.png,Alto_Riesgo,HE,16.37,0.808,7.11
P_00930_LEFT_CC_1057.png,Alto_Riesgo,HE,11.64,0.642,6.86
P_00937_RIGHT_CC_1064.png,Alto_Riesgo,HE,6.0,-0.929,7.42
P_00925_RIGHT_MLO_1054.png,Alto_Riesgo,HE,27.49,0.988,7.66
P_00937_LEFT_MLO_1062.png,Alto_Riesgo,HE,6.16,-0.879,7.16
P_00930_LEFT_MLO_1058.png,Alto_Riesgo,HE,7.02,-0.816,7.14
P_00937_LEFT_CC_1061.png,Alto_Riesgo,HE,16.2,0.904,6.9
P_00923_RIGHT_MLO_1044.png,Alto_Riesgo,HE,11.26,0.567,6.71
P_00933_LEFT_CC_1059.png,Alto_Riesgo,HE,17.13,0.867,7.17
P_00937_RIGHT_CC_1063.png,Alto_Riesgo,HE,6.0,-0.929,7.42
P_00933_LEFT_MLO_1060.png,Alto_Riesgo,HE,15.18,0.77,7.03
P_00925_RIGHT_CC_1053.png,Alto_Riesgo,HE,16.29,0.824,7.04
P_00969_LEFT_CC_1084.png,Alto_Riesgo,HE,7.46,-0.735,6.95
P_00954_RIGHT_CC_1073.png,Alto_Riesgo,HE,10.48,0.651,6.34
P_00969_LEFT_MLO_1086.png,Alto_Riesgo,HE,13.8,0.716,6.92
P_00937_RIGHT_MLO_1065.png,Alto_Riesgo,HE,10.18,0.674,6.01
P_00954_RIGHT_MLO_1074.png,Alto_Riesgo,HE,12.44,0.718,6.96
P_00973_RIGHT_CC_1089.png,Alto_Riesgo,HE,16.2,0.843,7.21
P_00969_LEFT_MLO_1085.png,Alto_Riesgo,HE,13.8,0.716,6.92
P_00945_RIGHT_CC_1069.png,Alto_Riesgo,HE,13.34,0.705,6.95
P_00937_RIGHT_MLO_1066.png,Alto_Riesgo,HE,10.18,0.674,6.01
P_00969_LEFT_MLO_1087.png,Alto_Riesgo,HE,13.8,0.716,6.92
P_00956_LEFT_MLO_1077.png,Alto_Riesgo,HE,10.93,0.546,6.55
P_00652_LEFT_MLO_849.png,Alto_Riesgo,Clahe,19.89,0.886,7.59
P_00658_LEFT_MLO_855.png,Alto_Riesgo,Clahe,22.08,0.957,6.75
P_00658_LEFT_CC_854.png,Alto_Riesgo,Clahe,23.51,0.836,6.69
P_00633_RIGHT_MLO_830.png,Alto_Riesgo,Clahe,22.16,0.8,7.07
P_00667_RIGHT_CC_864.png,Alto_Riesgo,Clahe,21.8,0.922,7.51
P_00638_LEFT_CC_837.png,Alto_Riesgo,Clahe,21.83,0.9,7.33
P_00621_LEFT_CC_820.png,Alto_Riesgo,Clahe,23.59,0.887,7.11
P_00682_RIGHT_CC_876.png,Alto_Riesgo,Clahe,17.4,0.783,7.5
P_00631_RIGHT_MLO_829.png,Alto_Riesgo,Clahe,20.0,0.856,7.45
P_00682_RIGHT_MLO_877.png,Alto_Riesgo,Clahe,21.42,0.887,7.38
P_00638_LEFT_MLO_838.png,Alto_Riesgo,Clahe,19.51,0.879,7.6
P_00667_RIGHT_MLO_865.png,Alto_Riesgo,Clahe,22.42,0.943,7.5
P_00664_RIGHT_MLO_857.png,Alto_Riesgo,Clahe,23.04,0.969,7.01
P_00664_RIGHT_CC_856.png,Alto_Riesgo,Clahe,22.88,0.882,7.06
P_00654_RIGHT_MLO_851.png,Alto_Riesgo,Clahe,7.59,-0.947,7.49
P_00709_RIGHT_CC_894.png,Alto_Riesgo,Clahe,21.15,0.935,7.61
P_00709_RIGHT_MLO_895.png,Alto_Riesgo,Clahe,18.89,0.839,7.44
P_00759_LEFT_CC_924.png,Alto_Riesgo,Clahe,20.29,0.842,7.32
P_00757_LEFT_MLO_922.png,Alto_Riesgo,Clahe,21.8,0.895,7.42
P_00685_RIGHT_CC_882.png,Alto_Riesgo,Clahe,20.52,0.875,7.45
P_00701_LEFT_MLO_887.png,Alto_Riesgo,Clahe,8.55,-0.907,7.36
P_00712_RIGHT_CC_898.png,Alto_Riesgo,Clahe,24.25,0.981,6.25
P_00759_LEFT_MLO_925.png,Alto_Riesgo,Clahe,17.77,0.789,7.39
P_00683_RIGHT_CC_878.png,Alto_Riesgo,Clahe,22.8,0.954,7.03
P_00761_RIGHT_MLO_928.png,Alto_Riesgo,Clahe,20.59,0.869,7.45
P_00729_LEFT_MLO_904.png,Alto_Riesgo,Clahe,20.78,0.867,7.34
P_00701_LEFT_CC_886.png,Alto_Riesgo,Clahe,20.93,0.918,7.57
P_00729_LEFT_CC_903.png,Alto_Riesgo,Clahe,21.29,0.874,7.32
P_00743_LEFT_CC_911.png,Alto_Riesgo,Clahe,22.22,0.926,7.36
P_00743_LEFT_MLO_912.png,Alto_Riesgo,Clahe,22.39,0.894,7.11
P_00772_RIGHT_CC_937.png,Alto_Riesgo,Clahe,21.63,0.942,7.39
P_00685_RIGHT_MLO_883.png,Alto_Riesgo,Clahe,20.27,0.869,7.51
P_00683_RIGHT_MLO_879.png,Alto_Riesgo,Clahe,19.7,0.925,7.39
P_00778_LEFT_CC_939.png,Alto_Riesgo,Clahe,20.37,0.914,7.59
P_00725_LEFT_MLO_902.png,Alto_Riesgo,Clahe,19.05,0.84,7.49
P_00772_RIGHT_MLO_938.png,Alto_Riesgo,Clahe,22.24,0.916,7.19
P_00712_RIGHT_MLO_899.png,Alto_Riesgo,Clahe,5.56,-0.961,6.45
P_00725_LEFT_CC_901.png,Alto_Riesgo,Clahe,19.69,0.839,7.42
P_00684_RIGHT_MLO_881.png,Alto_Riesgo,Clahe,23.1,0.888,6.99
P_00759_LEFT_MLO_926.png,Alto_Riesgo,Clahe,17.77,0.789,7.39
P_00684_RIGHT_CC_880.png,Alto_Riesgo,Clahe,8.44,-0.872,7.59
P_00759_LEFT_CC_923.png,Alto_Riesgo,Clahe,20.29,0.842,7.32
P_00787_LEFT_MLO_958.png,Alto_Riesgo,Clahe,22.17,0.891,7.19
P_00787_LEFT_CC_957.png,Alto_Riesgo,Clahe,20.8,0.907,7.57
P_00806_LEFT_CC_967.png,Alto_Riesgo,Clahe,11.91,-0.814,7.1
P_00819_RIGHT_MLO_979.png,Alto_Riesgo,Clahe,20.51,0.913,7.6
P_00793_LEFT_CC_961.png,Alto_Riesgo,Clahe,21.09,0.938,7.55
P_00806_LEFT_MLO_968.png,Alto_Riesgo,Clahe,24.54,0.949,3.39
P_00793_LEFT_MLO_962.png,Alto_Riesgo,Clahe,21.27,0.899,7.41
P_00778_LEFT_MLO_940.png,Alto_Riesgo,Clahe,19.4,0.869,7.46
P_00808_LEFT_MLO_969.png,Alto_Riesgo,Clahe,20.2,0.832,6.78
P_00832_RIGHT_CC_983.png,Alto_Riesgo,Clahe,21.76,0.903,6.76
P_00819_RIGHT_CC_978.png,Alto_Riesgo,Clahe,20.91,0.833,7.16
P_00835_LEFT_CC_989.png,Alto_Riesgo,Clahe,18.59,0.846,7.55
P_00858_RIGHT_CC_1007.png,Alto_Riesgo,Clahe,20.9,0.911,6.9
P_00854_RIGHT_MLO_1002.png,Alto_Riesgo,Clahe,9.26,-0.812,7.51
P_00923_RIGHT_CC_1043.png,Alto_Riesgo,Clahe,20.82,0.877,7.36
P_00854_RIGHT_CC_1001.png,Alto_Riesgo,Clahe,20.79,0.903,7.59
P_00897_LEFT_CC_1035.png,Alto_Riesgo,Clahe,21.67,0.889,7.24
P_00862_LEFT_MLO_1014.png,Alto_Riesgo,Clahe,20.36,0.845,7.2
P_00883_RIGHT_CC_1030.png,Alto_Riesgo,Clahe,22.68,0.971,6.59
P_00832_RIGHT_MLO_984.png,Alto_Riesgo,Clahe,21.91,0.927,6.88
P_00833_LEFT_MLO_986.png,Alto_Riesgo,Clahe,17.83,0.796,7.34
P_00847_LEFT_CC_997.png,Alto_Riesgo,Clahe,19.87,0.856,7.42
P_00852_LEFT_CC_999.png,Alto_Riesgo,Clahe,10.32,-0.871,7.26
P_00862_LEFT_CC_1013.png,Alto_Riesgo,Clahe,19.87,0.817,7.33
P_00883_RIGHT_MLO_1031.png,Alto_Riesgo,Clahe,21.22,0.948,6.63
P_00897_LEFT_MLO_1036.png,Alto_Riesgo,Clahe,23.21,0.963,7.59
P_00846_LEFT_CC_995.png,Alto_Riesgo,Clahe,18.4,0.853,7.47
P_00835_LEFT_MLO_990.png,Alto_Riesgo,Clahe,21.68,0.889,7.42
P_00852_LEFT_MLO_1000.png,Alto_Riesgo,Clahe,21.38,0.876,7.31
P_00880_RIGHT_CC_1027.png,Alto_Riesgo,Clahe,20.0,0.849,7.48
P_00864_LEFT_MLO_1016.png,Alto_Riesgo,Clahe,20.84,0.85,7.32
P_00858_RIGHT_MLO_1010.png,Alto_Riesgo,Clahe,20.47,0.909,7.0
P_00864_LEFT_CC_1015.png,Alto_Riesgo,Clahe,22.18,0.873,7.29
P_00846_LEFT_MLO_996.png,Alto_Riesgo,Clahe,19.31,0.844,7.59
P_00899_RIGHT_MLO_1038.png,Alto_Riesgo,Clahe,10.51,-0.86,7.28
P_00899_RIGHT_CC_1037.png,Alto_Riesgo,Clahe,20.62,0.867,7.4
P_00930_LEFT_CC_1057.png,Alto_Riesgo,Clahe,17.98,0.823,7.37
P_00937_RIGHT_CC_1064.png,Alto_Riesgo,Clahe,7.93,-0.906,7.51
P_00925_RIGHT_MLO_1054.png,Alto_Riesgo,Clahe,22.01,0.949,7.74
P_00937_LEFT_MLO_1062.png,Alto_Riesgo,Clahe,7.93,-0.9,7.48
P_00930_LEFT_MLO_1058.png,Alto_Riesgo,Clahe,10.17,-0.843,7.37
P_00937_LEFT_CC_1061.png,Alto_Riesgo,Clahe,23.86,0.96,7.06
P_00923_RIGHT_MLO_1044.png,Alto_Riesgo,Clahe,19.93,0.857,7.1
P_00933_LEFT_CC_1059.png,Alto_Riesgo,Clahe,20.74,0.898,7.47
P_00937_RIGHT_CC_1063.png,Alto_Riesgo,Clahe,7.93,-0.906,7.51
P_00933_LEFT_MLO_1060.png,Alto_Riesgo,Clahe,19.22,0.833,7.54
P_00925_RIGHT_CC_1053.png,Alto_Riesgo,Clahe,23.6,0.933,7.29
P_00969_LEFT_CC_1084.png,Alto_Riesgo,Clahe,11.21,-0.818,7.17
P_00954_RIGHT_CC_1073.png,Alto_Riesgo,Clahe,21.55,0.911,6.67
P_00969_LEFT_MLO_1086.png,Alto_Riesgo,Clahe,20.58,0.874,7.31
P_00937_RIGHT_MLO_1065.png,Alto_Riesgo,Clahe,21.16,0.911,6.3
P_00954_RIGHT_MLO_1074.png,Alto_Riesgo,Clahe,19.11,0.88,7.4
P_00973_RIGHT_CC_1089.png,Alto_Riesgo,Clahe,20.18,0.858,7.36
P_00969_LEFT_MLO_1085.png,Alto_Riesgo,Clahe,20.58,0.874,7.31
P_00945_RIGHT_CC_1069.png,Alto_Riesgo,Clahe,20.48,0.89,7.28
P_00937_RIGHT_MLO_1066.png,Alto_Riesgo,Clahe,21.16,0.911,6.3
P_00969_LEFT_MLO_1087.png,Alto_Riesgo,Clahe,20.58,0.874,7.31
P_00956_LEFT_MLO_1077.png,Alto_Riesgo,Clahe,20.62,0.867,7.0
P_00652_LEFT_MLO_849.png,Alto_Riesgo,Percentiles,21.9,0.937,7.3
P_00658_LEFT_MLO_855.png,Alto_Riesgo,Percentiles,23.48,0.977,6.66
P_00658_LEFT_CC_854.png,Alto_Riesgo,Percentiles,13.06,0.784,5.87
P_00633_RIGHT_MLO_830.png,Alto_Riesgo,Percentiles,14.17,0.77,6.38
P_00667_RIGHT_CC_864.png,Alto_Riesgo,Percentiles,21.33,0.942,7.41
P_00638_LEFT_CC_837.png,Alto_Riesgo,Percentiles,15.7,0.807,6.91
P_00621_LEFT_CC_820.png,Alto_Riesgo,Percentiles,16.65,0.758,6.77
P_00682_RIGHT_CC_876.png,Alto_Riesgo,Percentiles,19.41,0.845,6.81
P_00631_RIGHT_MLO_829.png,Alto_Riesgo,Percentiles,20.64,0.885,7.0
P_00682_RIGHT_MLO_877.png,Alto_Riesgo,Percentiles,18.57,0.91,7.21
P_00638_LEFT_MLO_838.png,Alto_Riesgo,Percentiles,24.91,0.969,7.51
P_00667_RIGHT_MLO_865.png,Alto_Riesgo,Percentiles,24.24,0.971,7.37
P_00664_RIGHT_MLO_857.png,Alto_Riesgo,Percentiles,21.74,0.965,6.82
P_00664_RIGHT_CC_856.png,Alto_Riesgo,Percentiles,17.61,0.808,6.55
P_00654_RIGHT_MLO_851.png,Alto_Riesgo,Percentiles,5.49,-0.928,7.35
P_00709_RIGHT_CC_894.png,Alto_Riesgo,Percentiles,27.1,0.987,7.54
P_00709_RIGHT_MLO_895.png,Alto_Riesgo,Percentiles,24.06,0.95,7.2
P_00759_LEFT_CC_924.png,Alto_Riesgo,Percentiles,20.66,0.868,6.92
P_00757_LEFT_MLO_922.png,Alto_Riesgo,Percentiles,18.14,0.907,7.23
P_00685_RIGHT_CC_882.png,Alto_Riesgo,Percentiles,19.53,0.882,7.17
P_00701_LEFT_MLO_887.png,Alto_Riesgo,Percentiles,6.56,-0.908,7.28
P_00712_RIGHT_CC_898.png,Alto_Riesgo,Percentiles,18.33,0.956,5.95
P_00759_LEFT_MLO_925.png,Alto_Riesgo,Percentiles,23.05,0.935,7.04
P_00683_RIGHT_CC_878.png,Alto_Riesgo,Percentiles,20.31,0.954,6.75
P_00761_RIGHT_MLO_928.png,Alto_Riesgo,Percentiles,22.22,0.926,7.22
P_00729_LEFT_MLO_904.png,Alto_Riesgo,Percentiles,21.08,0.928,7.19
P_00701_LEFT_CC_886.png,Alto_Riesgo,Percentiles,21.27,0.946,7.44
P_00729_LEFT_CC_903.png,Alto_Riesgo,Percentiles,19.66,0.863,7.02
P_00743_LEFT_CC_911.png,Alto_Riesgo,Percentiles,25.58,0.976,7.43
P_00743_LEFT_MLO_912.png,Alto_Riesgo,Percentiles,22.42,0.935,6.8
P_00772_RIGHT_CC_937.png,Alto_Riesgo,Percentiles,25.48,0.98,7.32
P_00685_RIGHT_MLO_883.png,Alto_Riesgo,Percentiles,23.96,0.957,7.41
P_00683_RIGHT_MLO_879.png,Alto_Riesgo,Percentiles,24.67,0.974,6.98
P_00778_LEFT_CC_939.png,Alto_Riesgo,Percentiles,25.89,0.976,7.51
P_00725_LEFT_MLO_902.png,Alto_Riesgo,Percentiles,17.68,0.874,7.14
P_00772_RIGHT_MLO_938.png,Alto_Riesgo,Percentiles,20.33,0.931,7.05
P_00712_RIGHT_MLO_899.png,Alto_Riesgo,Percentiles,4.02,-0.908,5.89
P_00725_LEFT_CC_901.png,Alto_Riesgo,Percentiles,19.5,0.925,7.28
P_00684_RIGHT_MLO_881.png,Alto_Riesgo,Percentiles,13.06,0.751,6.8
P_00759_LEFT_MLO_926.png,Alto_Riesgo,Percentiles,23.05,0.935,7.04
P_00684_RIGHT_CC_880.png,Alto_Riesgo,Percentiles,6.51,-0.936,7.48
P_00759_LEFT_CC_923.png,Alto_Riesgo,Percentiles,20.66,0.868,6.92
P_00787_LEFT_MLO_958.png,Alto_Riesgo,Percentiles,17.32,0.893,7.13
P_00787_LEFT_CC_957.png,Alto_Riesgo,Percentiles,20.0,0.935,7.43
P_00806_LEFT_CC_967.png,Alto_Riesgo,Percentiles,9.24,-0.84,6.87
P_00819_RIGHT_MLO_979.png,Alto_Riesgo,Percentiles,22.58,0.98,7.61
P_00793_LEFT_CC_961.png,Alto_Riesgo,Percentiles,21.7,0.954,7.38
P_00806_LEFT_MLO_968.png,Alto_Riesgo,Percentiles,25.97,0.971,3.2
P_00793_LEFT_MLO_962.png,Alto_Riesgo,Percentiles,20.57,0.903,7.19
P_00778_LEFT_MLO_940.png,Alto_Riesgo,Percentiles,21.74,0.947,7.47
P_00808_LEFT_MLO_969.png,Alto_Riesgo,Percentiles,14.62,0.652,6.22
P_00832_RIGHT_CC_983.png,Alto_Riesgo,Percentiles,22.47,0.926,6.43
P_00819_RIGHT_CC_978.png,Alto_Riesgo,Percentiles,17.65,0.749,6.58
P_00835_LEFT_CC_989.png,Alto_Riesgo,Percentiles,24.29,0.949,7.2
P_00858_RIGHT_CC_1007.png,Alto_Riesgo,Percentiles,23.77,0.971,6.42
P_00854_RIGHT_MLO_1002.png,Alto_Riesgo,Percentiles,7.83,-0.952,7.44
P_00923_RIGHT_CC_1043.png,Alto_Riesgo,Percentiles,18.45,0.846,7.01
P_00854_RIGHT_CC_1001.png,Alto_Riesgo,Percentiles,24.19,0.966,7.51
P_00897_LEFT_CC_1035.png,Alto_Riesgo,Percentiles,27.28,0.974,7.19
P_00862_LEFT_MLO_1014.png,Alto_Riesgo,Percentiles,18.98,0.88,7.02
P_00883_RIGHT_CC_1030.png,Alto_Riesgo,Percentiles,24.53,0.985,6.46
P_00832_RIGHT_MLO_984.png,Alto_Riesgo,Percentiles,24.28,0.958,6.43
P_00833_LEFT_MLO_986.png,Alto_Riesgo,Percentiles,16.13,0.765,6.7
P_00847_LEFT_CC_997.png,Alto_Riesgo,Percentiles,25.26,0.965,7.41
P_00852_LEFT_CC_999.png,Alto_Riesgo,Percentiles,7.38,-0.853,7.01
P_00862_LEFT_CC_1013.png,Alto_Riesgo,Percentiles,18.36,0.833,6.79
P_00883_RIGHT_MLO_1031.png,Alto_Riesgo,Percentiles,24.69,0.977,6.41
P_00897_LEFT_MLO_1036.png,Alto_Riesgo,Percentiles,27.56,0.991,7.53
P_00846_LEFT_CC_995.png,Alto_Riesgo,Percentiles,24.46,0.959,7.28
P_00835_LEFT_MLO_990.png,Alto_Riesgo,Percentiles,28.43,0.981,7.31
P_00852_LEFT_MLO_1000.png,Alto_Riesgo,Percentiles,18.64,0.884,7.02
P_00880_RIGHT_CC_1027.png,Alto_Riesgo,Percentiles,23.08,0.95,7.28
P_00864_LEFT_MLO_1016.png,Alto_Riesgo,Percentiles,22.56,0.911,6.98
P_00858_RIGHT_MLO_1010.png,Alto_Riesgo,Percentiles,25.68,0.977,6.72
P_00864_LEFT_CC_1015.png,Alto_Riesgo,Percentiles,17.86,0.79,6.8
P_00846_LEFT_MLO_996.png,Alto_Riesgo,Percentiles,22.8,0.947,7.37
P_00899_RIGHT_MLO_1038.png,Alto_Riesgo,Percentiles,8.77,-0.863,6.87
P_00899_RIGHT_CC_1037.png,Alto_Riesgo,Percentiles,25.45,0.96,7.23
P_00930_LEFT_CC_1057.png,Alto_Riesgo,Percentiles,17.88,0.833,6.87
P_00937_RIGHT_CC_1064.png,Alto_Riesgo,Percentiles,6.14,-0.946,7.45
P_00925_RIGHT_MLO_1054.png,Alto_Riesgo,Percentiles,26.09,0.992,7.76
P_00937_LEFT_MLO_1062.png,Alto_Riesgo,Percentiles,6.06,-0.913,7.3
P_00930_LEFT_MLO_1058.png,Alto_Riesgo,Percentiles,8.1,-0.904,7.2
P_00937_LEFT_CC_1061.png,Alto_Riesgo,Percentiles,18.72,0.923,6.89
P_00923_RIGHT_MLO_1044.png,Alto_Riesgo,Percentiles,13.32,0.693,6.71
P_00933_LEFT_CC_1059.png,Alto_Riesgo,Percentiles,20.46,0.938,7.26
P_00937_RIGHT_CC_1063.png,Alto_Riesgo,Percentiles,6.14,-0.946,7.45
P_00933_LEFT_MLO_1060.png,Alto_Riesgo,Percentiles,23.82,0.937,7.13
P_00925_RIGHT_CC_1053.png,Alto_Riesgo,Percentiles,14.35,0.839,7.02
P_00969_LEFT_CC_1084.png,Alto_Riesgo,Percentiles,8.58,-0.851,7.01
P_00954_RIGHT_CC_1073.png,Alto_Riesgo,Percentiles,21.15,0.913,6.36
P_00969_LEFT_MLO_1086.png,Alto_Riesgo,Percentiles,21.36,0.892,6.97
P_00937_RIGHT_MLO_1065.png,Alto_Riesgo,Percentiles,18.73,0.878,6.01
P_00954_RIGHT_MLO_1074.png,Alto_Riesgo,Percentiles,24.21,0.952,7.06
P_00973_RIGHT_CC_1089.png,Alto_Riesgo,Percentiles,24.03,0.962,7.32
P_00969_LEFT_MLO_1085.png,Alto_Riesgo,Percentiles,21.36,0.892,6.97
P_00945_RIGHT_CC_1069.png,Alto_Riesgo,Percentiles,17.61,0.842,6.98
P_00937_RIGHT_MLO_1066.png,Alto_Riesgo,Percentiles,18.73,0.878,6.01
P_00969_LEFT_MLO_1087.png,Alto_Riesgo,Percentiles,21.36,0.892,6.97
P_00956_LEFT_MLO_1077.png,Alto_Riesgo,Percentiles,17.52,0.77,6.58
P_00652_LEFT_MLO_849.png,Alto_Riesgo,Wavelet,39.79,0.998,7.43
P_00658_LEFT_MLO_855.png,Alto_Riesgo,Wavelet,40.39,0.999,6.79
P_00658_LEFT_CC_854.png,Alto_Riesgo,Wavelet,44.29,0.998,6.01
P_00633_RIGHT_MLO_830.png,Alto_Riesgo,Wavelet,42.07,0.997,6.52
P_00667_RIGHT_CC_864.png,Alto_Riesgo,Wavelet,42.73,0.999,7.51
P_00638_LEFT_CC_837.png,Alto_Riesgo,Wavelet,41.84,0.998,7.03
P_00621_LEFT_CC_820.png,Alto_Riesgo,Wavelet,43.53,0.999,6.88
P_00682_RIGHT_CC_876.png,Alto_Riesgo,Wavelet,37.07,0.994,6.99
P_00631_RIGHT_MLO_829.png,Alto_Riesgo,Wavelet,39.24,0.997,7.13
P_00682_RIGHT_MLO_877.png,Alto_Riesgo,Wavelet,40.97,0.998,7.33
P_00638_LEFT_MLO_838.png,Alto_Riesgo,Wavelet,40.83,0.999,7.61
P_00667_RIGHT_MLO_865.png,Alto_Riesgo,Wavelet,45.85,1.0,7.46
P_00664_RIGHT_MLO_857.png,Alto_Riesgo,Wavelet,47.43,1.0,6.84
P_00664_RIGHT_CC_856.png,Alto_Riesgo,Wavelet,41.0,0.997,6.67
P_00654_RIGHT_MLO_851.png,Alto_Riesgo,Wavelet,7.09,-0.981,7.45
P_00709_RIGHT_CC_894.png,Alto_Riesgo,Wavelet,38.48,0.999,7.67
P_00709_RIGHT_MLO_895.png,Alto_Riesgo,Wavelet,40.99,0.999,7.32
P_00759_LEFT_CC_924.png,Alto_Riesgo,Wavelet,41.23,0.998,7.05
P_00757_LEFT_MLO_922.png,Alto_Riesgo,Wavelet,43.28,0.999,7.33
P_00685_RIGHT_CC_882.png,Alto_Riesgo,Wavelet,41.66,0.999,7.28
P_00701_LEFT_MLO_887.png,Alto_Riesgo,Wavelet,8.22,-0.968,7.39
P_00712_RIGHT_CC_898.png,Alto_Riesgo,Wavelet,40.86,1.0,6.05
P_00759_LEFT_MLO_925.png,Alto_Riesgo,Wavelet,39.59,0.998,7.18
P_00683_RIGHT_CC_878.png,Alto_Riesgo,Wavelet,41.86,0.999,6.88
P_00761_RIGHT_MLO_928.png,Alto_Riesgo,Wavelet,38.92,0.998,7.35
P_00729_LEFT_MLO_904.png,Alto_Riesgo,Wavelet,42.64,0.999,7.31
P_00701_LEFT_CC_886.png,Alto_Riesgo,Wavelet,41.03,0.999,7.55
P_00729_LEFT_CC_903.png,Alto_Riesgo,Wavelet,42.82,0.999,7.13
P_00743_LEFT_CC_911.png,Alto_Riesgo,Wavelet,46.21,1.0,7.53
P_00743_LEFT_MLO_912.png,Alto_Riesgo,Wavelet,45.06,0.999,6.91
P_00772_RIGHT_CC_937.png,Alto_Riesgo,Wavelet,35.16,0.998,7.44
P_00685_RIGHT_MLO_883.png,Alto_Riesgo,Wavelet,42.12,0.999,7.51
P_00683_RIGHT_MLO_879.png,Alto_Riesgo,Wavelet,41.01,0.999,7.05
P_00778_LEFT_CC_939.png,Alto_Riesgo,Wavelet,43.54,0.999,7.61
